"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"umls:C0013080","umls:C0013080","Down Syndrome","5/41","473/17381",0.00488444019435247,0.0166334990402273,0.00669985192275537,"3552/3569/3437/3576/4600",5
"umls:C0553723","umls:C0553723","Squamous cell carcinoma of skin","3/41","146/17381",0.00490046720600919,0.0166426814555074,0.00670355053256207,"3569/1956/467",3
"umls:C0007785","umls:C0007785","Cerebral Infarction","4/41","293/17381",0.00490600587123802,0.0166426814555074,0.00670355053256207,"3552/3569/3725/3576",4
"umls:C0002986","umls:C0002986","Fabry Disease","2/41","45/17381",0.00504058148915249,0.016968675089437,0.00683485838725981,"3552/3569",2
"umls:C0040021","umls:C0040021","Thromboangiitis Obliterans","2/41","45/17381",0.00504058148915249,0.016968675089437,0.00683485838725981,"3552/3569",2
"umls:C0242706","umls:C0242706","Hyperoxia","2/41","45/17381",0.00504058148915249,0.016968675089437,0.00683485838725981,"3569/3725",2
"umls:C0553694","umls:C0553694","Oropharyngeal disorders","2/41","45/17381",0.00504058148915249,0.016968675089437,0.00683485838725981,"3569/1956",2
"umls:C0206686","umls:C0206686","Adrenocortical carcinoma","3/41","149/17381",0.00518563443651402,0.0174237317066871,0.00701815186896634,"3456/1956/467",3
"umls:C0021367","umls:C0021367","Mammary Ductal Carcinoma","2/41","46/17381",0.00526186456919294,0.0175461797732634,0.00706747305582575,"3456/3569",2
"umls:C0034186","umls:C0034186","Pyelonephritis","2/41","46/17381",0.00526186456919294,0.0175461797732634,0.00706747305582575,"3569/3576",2
"umls:C0677055","umls:C0677055","CARCINOMA OF VULVA","2/41","46/17381",0.00526186456919294,0.0175461797732634,0.00706747305582575,"3552/1956",2
"umls:C0741923","umls:C0741923","cardiac event","2/41","46/17381",0.00526186456919294,0.0175461797732634,0.00706747305582575,"5806/3576",2
"umls:C0079772","umls:C0079772","T-Cell Lymphoma","4/41","300/17381",0.00533105257529277,0.0177099373687692,0.00713343341921424,"3552/1958/3569/10673",4
"umls:C0279628","umls:C0279628","Adenocarcinoma Of Esophagus","4/41","300/17381",0.00533105257529277,0.0177099373687692,0.00713343341921424,"3569/3624/1956/3576",4
"umls:C0018790","umls:C0018790","Cardiac Arrest","3/41","151/17381",0.00538120587009714,0.0178094693336798,0.00717352416770133,"3569/3725/3576",3
"umls:C0036920","umls:C0036920","Sezary Syndrome","3/41","151/17381",0.00538120587009714,0.0178094693336798,0.00717352416770133,"3627/7128/3576",3
"umls:C0175754","umls:C0175754","Agenesis of corpus callosum","3/41","152/17381",0.00548064006493984,0.0179592746689992,0.00723386466259367,"3456/3569/1956",3
"umls:C0002962","umls:C0002962","Angina Pectoris","2/41","47/17381",0.00548755614886087,0.0179592746689992,0.00723386466259367,"3552/3569",2
"umls:C0006309","umls:C0006309","Brucellosis","2/41","47/17381",0.00548755614886087,0.0179592746689992,0.00723386466259367,"3456/3569",2
"umls:C0013604","umls:C0013604","Edema","2/41","47/17381",0.00548755614886087,0.0179592746689992,0.00723386466259367,"3569/3576",2
"umls:C0017574","umls:C0017574","Gingivitis","2/41","47/17381",0.00548755614886087,0.0179592746689992,0.00723386466259367,"3552/3569",2
"umls:C0600518","umls:C0600518","Choroidal Neovascularization","2/41","47/17381",0.00548755614886087,0.0179592746689992,0.00723386466259367,"3569/3576",2
"umls:C0022665","umls:C0022665","Kidney Neoplasm","4/41","304/17381",0.00558472230276475,0.0182434261890315,0.0073483188194273,"3552/3620/3725/1956",4
"umls:C0014743","umls:C0014743","Erythema Nodosum","2/41","48/17381",0.00571763524185576,0.0186086873923128,0.00749544336425061,"3552/3569",2
"umls:C0020502","umls:C0020502","Hyperparathyroidism","2/41","48/17381",0.00571763524185576,0.0186086873923128,0.00749544336425061,"3569/1956",2
"umls:C0281361","umls:C0281361","Adenocarcinoma of pancreas","4/41","309/17381",0.00591305173805382,0.0192092509501417,0.00773734597884332,"3552/3569/1956/3576",4
"umls:C0001883","umls:C0001883","Airway Obstruction","2/41","49/17381",0.00595208093215034,0.0192650839712169,0.00775983511192947,"3627/3576",2
"umls:C0950124","umls:C0950124","Papillomavirus Infections","2/41","49/17381",0.00595208093215034,0.0192650839712169,0.00775983511192947,"3569/1956",2
"umls:C0151650","umls:C0151650","Renal fibrosis","3/41","157/17381",0.00599443129353096,0.0193666241791,0.00780073476601774,"1958/3569/1956",3
"umls:C3241937","umls:C3241937","Nonalcoholic Steatohepatitis","3/41","158/17381",0.00610053666882424,0.0196733943031188,0.00792429953133141,"3552/3627/3576",3
"umls:C0035920","umls:C0035920","Rubella","2/41","50/17381",0.00619087237378882,0.0198919833649608,0.00801234560887249,"3456/3569",2
"umls:C0042138","umls:C0042138","Uterine Neoplasms","2/41","50/17381",0.00619087237378882,0.0198919833649608,0.00801234560887249,"3624/1956",2
"umls:C0023364","umls:C0023364","Leptospirosis","2/41","51/17381",0.00643398879068553,0.0205848936158869,0.00829144479694694,"3552/3569",2
"umls:C0037116","umls:C0037116","Silicosis","2/41","51/17381",0.00643398879068553,0.0205848936158869,0.00829144479694694,"3552/1958",2
"umls:C0018133","umls:C0018133","Graft-vs-Host Disease","4/41","317/17381",0.00646487021723433,0.0205848936158869,0.00829144479694694,"3552/3569/1956/10673",4
"umls:C0020179","umls:C0020179","Huntington Disease","4/41","317/17381",0.00646487021723433,0.0205848936158869,0.00829144479694694,"5806/3552/3569/1843",4
"umls:C0400966","umls:C0400966","Non-alcoholic Fatty Liver Disease","4/41","317/17381",0.00646487021723433,0.0205848936158869,0.00829144479694694,"3552/91351/3569/3725",4
"umls:C0002871","umls:C0002871","Anemia","4/41","322/17381",0.00682664494927164,0.0216976607036309,0.0087396592522681,"3552/1958/3569/3576",4
"umls:C0023343","umls:C0023343","Leprosy","3/41","165/17381",0.00687489750426928,0.0218117251754155,0.00878560358837895,"3456/3569/3576",3
"umls:C0014868","umls:C0014868","Esophagitis","2/41","53/17381",0.006933113794058,0.021878376981607,0.00881245044908983,"3569/3576",2
"umls:C0030286","umls:C0030286","Pancreatic Diseases","2/41","53/17381",0.006933113794058,0.021878376981607,0.00881245044908983,"3569/3576",2
"umls:C0751713","umls:C0751713","Inclusion Body Myopathy, Sporadic","2/41","53/17381",0.006933113794058,0.021878376981607,0.00881245044908983,"6373/3627",2
"umls:C0007873","umls:C0007873","Uterine Cervical Neoplasm","3/41","166/17381",0.00699007436699008,0.0219794851753485,0.00885317609103725,"3627/3569/1956",3
"umls:C0011644","umls:C0011644","Scleroderma","3/41","166/17381",0.00699007436699008,0.0219794851753485,0.00885317609103725,"1959/1958/3569",3
"umls:C0041234","umls:C0041234","Chagas Disease","3/41","167/17381",0.00710639848633388,0.0222658737653516,0.00896853132331563,"3552/23586/3569",3
"umls:C0993582","umls:C0993582","Arthritis, Experimental","3/41","167/17381",0.00710639848633388,0.0222658737653516,0.00896853132331563,"3552/3569/1956",3
"umls:C0019187","umls:C0019187","Hepatitis, Alcoholic","2/41","54/17381",0.00718908117590903,0.0224849985714602,0.00905679319473423,"3576/467",2
"umls:C0027626","umls:C0027626","Neoplasm Invasiveness","3/41","168/17381",0.0072238726963084,0.022513977802629,0.00906846581738548,"3569/1956/3576",3
"umls:C0085400","umls:C0085400","Neurofibrillary degeneration (morphologic abnormality)","3/41","168/17381",0.0072238726963084,0.022513977802629,0.00906846581738548,"3552/3569/1956",3
"umls:C0333519","umls:C0333519","Caries (morphologic abnormality)","2/41","55/17381",0.00744929112337002,0.0231343873402531,0.00931836224768517,"3627/3624",2
"umls:C2827407","umls:C2827407","Infectious Otitis Media","2/41","55/17381",0.00744929112337002,0.0231343873402531,0.00931836224768517,"3569/1843",2
"umls:C0085129","umls:C0085129","Bronchial Hyperreactivity","3/41","170/17381",0.00746228253775736,0.0231343873402531,0.00931836224768517,"3552/1956/3576",3
"umls:C0022548","umls:C0022548","Keloid","3/41","172/17381",0.00770532582033269,0.023664361281092,0.00953183188013911,"3569/3624/1956",3
"umls:C0040100","umls:C0040100","Thymoma","3/41","172/17381",0.00770532582033269,0.023664361281092,0.00953183188013911,"3552/23586/1956",3
"umls:C0025261","umls:C0025261","Memory Disorders","2/41","56/17381",0.00771372320670517,0.023664361281092,0.00953183188013911,"1958/5966",2
"umls:C0341858","umls:C0341858","Endometriosis of uterus","2/41","56/17381",0.00771372320670517,0.023664361281092,0.00953183188013911,"3569/3576",2
"umls:C0740394","umls:C0740394","Hyperuricemia","2/41","56/17381",0.00771372320670517,0.023664361281092,0.00953183188013911,"3569/3576",2
"umls:C0746102","umls:C0746102","Chronic lung disease","2/41","56/17381",0.00771372320670517,0.023664361281092,0.00953183188013911,"3569/3576",2
"umls:C0007787","umls:C0007787","Transient Ischemic Attack","3/41","173/17381",0.00782859169386314,0.0239750620624559,0.00965697988552196,"3569/6364/1843",3
"umls:C0010414","umls:C0010414","Infection by Cryptococcus neoformans","2/41","57/17381",0.00798235706485209,0.0243613803847735,0.00981258608409245,"5806/3569",2
"umls:C0280313","umls:C0280313","Squamous cell carcinoma of oropharynx","2/41","57/17381",0.00798235706485209,0.0243613803847735,0.00981258608409245,"3552/1956",2
"umls:C0039101","umls:C0039101","synovial sarcoma","3/41","175/17381",0.00807862496999491,0.0246125983541814,0.00991377484728037,"1958/3569/1956",3
"umls:C0022660","umls:C0022660","Kidney Failure, Acute","3/41","176/17381",0.00820539748992618,0.0248925198680607,0.0100265251885314,"3569/3576/467",3
"umls:C0027726","umls:C0027726","Nephrotic Syndrome","3/41","176/17381",0.00820539748992618,0.0248925198680607,0.0100265251885314,"3552/3569/3576",3
"umls:C0009207","umls:C0009207","Cockayne Syndrome","2/41","58/17381",0.00825517240522421,0.0248925198680607,0.0100265251885314,"3456/467",2
"umls:C0024266","umls:C0024266","Lymphocytic Choriomeningitis","2/41","58/17381",0.00825517240522421,0.0248925198680607,0.0100265251885314,"1959/23586",2
"umls:C0034152","umls:C0034152","Henoch-Schoenlein Purpura","2/41","58/17381",0.00825517240522421,0.0248925198680607,0.0100265251885314,"3569/3576",2
"umls:C0206093","umls:C0206093","Neuroectodermal Tumors","2/41","58/17381",0.00825517240522421,0.0248925198680607,0.0100265251885314,"3569/1956",2
"umls:C0002622","umls:C0002622","Amnesia","2/41","59/17381",0.00853214900351359,0.0255529895453276,0.0102925575504811,"3552/3569",2
"umls:C0019202","umls:C0019202","Hepatolenticular Degeneration","2/41","59/17381",0.00853214900351359,0.0255529895453276,0.0102925575504811,"3569/3576",2
"umls:C0025289","umls:C0025289","Meningitis","2/41","59/17381",0.00853214900351359,0.0255529895453276,0.0102925575504811,"3569/3576",2
"umls:C1569637","umls:C1569637","Adenocarcinoma, Endometrioid","2/41","59/17381",0.00853214900351359,0.0255529895453276,0.0102925575504811,"1956/3576",2
"umls:C0001815","umls:C0001815","Primary Myelofibrosis","3/41","179/17381",0.00859276852856214,0.0256474512426119,0.0103306060322013,"3552/3569/3576",3
"umls:C0266929","umls:C0266929","Chronic Periodontitis","3/41","179/17381",0.00859276852856214,0.0256474512426119,0.0103306060322013,"3552/3569/3576",3
"umls:C0013371","umls:C0013371","Shigella Infections","2/41","60/17381",0.00881326670349437,0.0261727314224984,0.0105421850520268,"3569/3576",2
"umls:C0162670","umls:C0162670","Mitochondrial Myopathies","2/41","60/17381",0.00881326670349437,0.0261727314224984,0.0105421850520268,"3552/3569",2
"umls:C0392707","umls:C0392707","Atopy","2/41","60/17381",0.00881326670349437,0.0261727314224984,0.0105421850520268,"3552/3569",2
"umls:C0206659","umls:C0206659","Embryonal Carcinoma","3/41","181/17381",0.00885691803596635,0.0262581570007473,0.0105765938509992,"3456/3569/1956",3
"umls:C0242852","umls:C0242852","Proliferative vitreoretinopathy","2/41","61/17381",0.00909850541682665,0.0267942630305212,0.0107925334440875,"3569/3576",2
"umls:C0242994","umls:C0242994","Hantavirus Infections","2/41","61/17381",0.00909850541682665,0.0267942630305212,0.0107925334440875,"3627/3569",2
"umls:C0948216","umls:C0948216","Ovarian adenocarcinoma","2/41","61/17381",0.00909850541682665,0.0267942630305212,0.0107925334440875,"3552/3624",2
"umls:C1514422","umls:C1514422","Primary Glioblastoma","2/41","61/17381",0.00909850541682665,0.0267942630305212,0.0107925334440875,"3456/1956",2
"umls:C0019061","umls:C0019061","Hemolytic-Uremic Syndrome","2/41","62/17381",0.00938784512286089,0.0275543407599444,0.011098687201911,"3552/3569",2
"umls:C0025303","umls:C0025303","Meningococcal Infections","2/41","62/17381",0.00938784512286089,0.0275543407599444,0.011098687201911,"3552/3569",2
"umls:C0032463","umls:C0032463","Polycythemia Vera","3/41","186/17381",0.00953808515654164,0.027902458069883,0.0112389063117144,"5806/3569/3576",3
"umls:C1319315","umls:C1319315","Adenocarcinoma of large intestine","3/41","186/17381",0.00953808515654164,0.027902458069883,0.0112389063117144,"1956/3576/3433",3
"umls:C2919032","umls:C2919032","Infection of amniotic sac and membranes, unspecified, unspecified trimester, not applicable or unspecified","3/41","187/17381",0.00967790102236267,0.0281811105477448,0.0113511454945266,"3552/3569/3576",3
"umls:C0018889","umls:C0018889","Helminthiasis","2/41","63/17381",0.00968126586844294,0.0281811105477448,0.0113511454945266,"3569/1956",2
"umls:C0019080","umls:C0019080","Hemorrhage","2/41","63/17381",0.00968126586844294,0.0281811105477448,0.0113511454945266,"3552/3569",2
"umls:C0006111","umls:C0006111","Brain Diseases","3/41","189/17381",0.00996113237976695,0.0288565755118966,0.0116232178485083,"3456/3569/3725",3
"umls:C0917798","umls:C0917798","Cerebral Ischemia","3/41","189/17381",0.00996113237976695,0.0288565755118966,0.0116232178485083,"3552/3569/3725",3
"umls:C0016034","umls:C0016034","Breast Fibrocystic Disease","2/41","64/17381",0.00997874776771933,0.0288565755118966,0.0116232178485083,"3569/1956",2
"umls:C0033999","umls:C0033999","Pterygium","2/41","64/17381",0.00997874776771933,0.0288565755118966,0.0116232178485083,"3569/1956",2
"umls:C0949690","umls:C0949690","Spondylarthritis","2/41","65/17381",0.0102802710019434,0.0296313693585427,0.0119352991508631,"3552/3569",2
"umls:C1510885","umls:C1510885","Angiogenic Switch","2/41","65/17381",0.0102802710019434,0.0296313693585427,0.0119352991508631,"1958/3576",2
"umls:C0014556","umls:C0014556","Epilepsy, Temporal Lobe","3/41","192/17381",0.0103950093105048,0.0299132078690546,0.0120488216443561,"3552/1959/1956",3
"umls:C0002171","umls:C0002171","Alopecia Areata","2/41","66/17381",0.0105858158192816,0.0302647959565846,0.0121904387580228,"3552/3627",2
"umls:C0024282","umls:C0024282","Lymphocytosis","2/41","66/17381",0.0105858158192816,0.0302647959565846,0.0121904387580228,"3552/3576",2
"umls:C0595936","umls:C0595936","Aqueous Humor Disorders","2/41","66/17381",0.0105858158192816,0.0302647959565846,0.0121904387580228,"3569/3576",2
"umls:C0752308","umls:C0752308","Hypoxia-Ischemia, Brain","2/41","66/17381",0.0105858158192816,0.0302647959565846,0.0121904387580228,"1958/3569",2
"umls:C0015944","umls:C0015944","Fetal Membranes, Premature Rupture","3/41","194/17381",0.0106903037308375,0.0304493014441473,0.0122647562207897,"3552/3569/3576",3
"umls:C0021053","umls:C0021053","Immune System Diseases","3/41","194/17381",0.0106903037308375,0.0304493014441473,0.0122647562207897,"7128/3569/10673",3
"umls:C0279702","umls:C0279702","Conventional (Clear Cell) Renal Cell Carcinoma","4/41","367/17381",0.010702135428215,0.0304493014441473,0.0122647562207897,"1958/3569/1956/3576",4
"umls:C0008495","umls:C0008495","Chorioamnionitis","3/41","195/17381",0.0108397696499598,0.0307417261455451,0.0123825427546503,"3552/3569/3576",3
"umls:C0023440","umls:C0023440","Acute Erythroblastic Leukemia","3/41","195/17381",0.0108397696499598,0.0307417261455451,0.0123825427546503,"1958/3569/1956",3
"umls:C0043194","umls:C0043194","Wiskott-Aldrich Syndrome","2/41","67/17381",0.0108953625346205,0.0308497905474647,0.0124260703064439,"3569/10673",2
"umls:C0035412","umls:C0035412","Rhabdomyosarcoma","4/41","370/17381",0.0110020747784717,0.0311020190852951,0.0125276661192112,"3569/1956/3576/10673",4
"umls:C0020649","umls:C0020649","Hypotension","2/41","68/17381",0.0112088915293744,0.0315350632501059,0.0127020931458536,"3552/3569",2
"umls:C0153392","umls:C0153392","Malignant neoplasm of nasopharynx","2/41","68/17381",0.0112088915293744,0.0315350632501059,0.0127020931458536,"3569/1956",2
"umls:C1527390","umls:C1527390","Neoplasms, Intracranial","2/41","68/17381",0.0112088915293744,0.0315350632501059,0.0127020931458536,"3569/1956",2
"umls:C0860207","umls:C0860207","Drug-Induced Liver Injury","3/41","198/17381",0.0112954644401711,0.0317280243192067,0.0127798164551047,"3552/3627/3569",3
"umls:C0020541","umls:C0020541","Hypertension, Portal","2/41","70/17381",0.0118478182142705,0.0331738909999574,0.0133622009935382,"3569/1843",2
"umls:C0036439","umls:C0036439","Scoliosis, unspecified","2/41","70/17381",0.0118478182142705,0.0331738909999574,0.0133622009935382,"1959/3569",2
"umls:C0022876","umls:C0022876","Premature Obstetric Labor","3/41","203/17381",0.0120793848917065,0.0337686766227739,0.0136017762981098,"3552/3569/3576",3
"umls:C0007120","umls:C0007120","Bronchioloalveolar Adenocarcinoma","2/41","71/17381",0.0121731769981536,0.0339770320011755,0.0136857003227076,"3456/1956",2
"umls:C0006287","umls:C0006287","Bronchopulmonary Dysplasia","3/41","204/17381",0.0122398484931758,0.0341091512511249,0.0137389169915917,"4792/3569/1956",3
"umls:C1292769","umls:C1292769","Precursor B-cell lymphoblastic leukemia","4/41","384/17381",0.0124739614185612,0.0347067317702555,0.0139796180599848,"3552/3569/3576/10673",4
"umls:C0019100","umls:C0019100","Severe Dengue","2/41","73/17381",0.0128355886766473,0.0356566589379619,0.0143622417848934,"23586/3569",2
"umls:C1623038","umls:C1623038","Cirrhosis","4/41","389/17381",0.0130288939679979,0.0361367436470885,0.0145556163992032,"3627/3569/1956/3576",4
"umls:C0027439","umls:C0027439","Nasopharyngeal Neoplasms","2/41","74/17381",0.013172603059005,0.036250346015733,0.0146013746035444,"1956/3576",2
"umls:C0027686","umls:C0027686","Pathologic Neovascularization","2/41","74/17381",0.013172603059005,0.036250346015733,0.0146013746035444,"3552/3576",2
"umls:C0030809","umls:C0030809","Pemphigus Vulgaris","2/41","74/17381",0.013172603059005,0.036250346015733,0.0146013746035444,"3552/3569",2
"umls:C0085136","umls:C0085136","Central Nervous System Neoplasms","2/41","74/17381",0.013172603059005,0.036250346015733,0.0146013746035444,"3569/1956",2
"umls:C1285162","umls:C1285162","Degenerative disorder","2/41","74/17381",0.013172603059005,0.036250346015733,0.0146013746035444,"3552/3569",2
"umls:C0006413","umls:C0006413","Burkitt Lymphoma","3/41","210/17381",0.0132285181843288,0.0362909892335242,0.0146177453948137,"4792/6364/10673",3
"umls:C3539909","umls:C3539909","Allergic disposition","3/41","210/17381",0.0132285181843288,0.0362909892335242,0.0146177453948137,"3552/3569/3576",3
"umls:C0032787","umls:C0032787","Postoperative Complications","2/41","75/17381",0.0135134642373839,0.0368435099145985,0.0148402966895537,"3552/3569",2
"umls:C0034063","umls:C0034063","Pulmonary Edema","2/41","75/17381",0.0135134642373839,0.0368435099145985,0.0148402966895537,"3569/3576",2
"umls:C0269102","umls:C0269102","Endometrioma","2/41","75/17381",0.0135134642373839,0.0368435099145985,0.0148402966895537,"3569/1956",2
"umls:C0342257","umls:C0342257","Complications of Diabetes Mellitus","2/41","75/17381",0.0135134642373839,0.0368435099145985,0.0148402966895537,"3552/3569",2
"umls:C0740457","umls:C0740457","Malignant neoplasm of kidney","4/41","398/17381",0.0140673104311578,0.0382603538764556,0.0154109910887979,"1958/3569/29126/1956",4
"umls:C0497406","umls:C0497406","Overweight","3/41","215/17381",0.0140864686059077,0.0382603538764556,0.0154109910887979,"5806/1958/3569",3
"umls:C0206698","umls:C0206698","Cholangiocarcinoma","4/41","399/17381",0.0141858578379893,0.0382603538764556,0.0154109910887979,"3569/29126/1956/3576",4
"umls:C0022578","umls:C0022578","Keratoconus","2/41","77/17381",0.0142066506740807,0.0382603538764556,0.0154109910887979,"3552/3569",2
"umls:C0023290","umls:C0023290","Leishmaniasis, Visceral","2/41","77/17381",0.0142066506740807,0.0382603538764556,0.0154109910887979,"3569/3576",2
"umls:C0035243","umls:C0035243","Respiratory Tract Infections","2/41","77/17381",0.0142066506740807,0.0382603538764556,0.0154109910887979,"129607/3569",2
"umls:C0751955","umls:C0751955","Brain Infarction","2/41","77/17381",0.0142066506740807,0.0382603538764556,0.0154109910887979,"3456/3569",2
"umls:C0949691","umls:C0949691","Spondylarthropathies","2/41","77/17381",0.0142066506740807,0.0382603538764556,0.0154109910887979,"3552/3569",2
"umls:C0007193","umls:C0007193","Cardiomyopathy, Dilated","4/41","400/17381",0.0143050430860795,0.0384666097619578,0.0154940694529905,"3456/3569/1956/3576",4
"umls:C1762616","umls:C1762616","Meningioma, benign, no ICD-O subtype","3/41","217/17381",0.0144383587254512,0.0387660042491566,0.0156146633656646,"3569/29126/1956",3
"umls:C0497327","umls:C0497327","Dementia","4/41","402/17381",0.0145453316875004,0.0388532020068063,0.0156497859855557,"3552/3627/3569/3576",4
"umls:C0003123","umls:C0003123","Anorexia","2/41","78/17381",0.0145589379401922,0.0388532020068063,0.0156497859855557,"3552/3569",2
"umls:C0149940","umls:C0149940","Sciatic Neuropathy","2/41","78/17381",0.0145589379401922,0.0388532020068063,0.0156497859855557,"4792/3569",2
"umls:C0220621","umls:C0220621","pediatric acute myeloblastic leukemia","2/41","78/17381",0.0145589379401922,0.0388532020068063,0.0156497859855557,"3569/3576",2
"umls:C3469521","umls:C3469521","FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)","3/41","219/17381",0.0147952406142352,0.039424175896542,0.0158797700979627,"1958/3569/3624",3
"umls:C0037019","umls:C0037019","Shy-Drager Syndrome","2/41","79/17381",0.0149149960175375,0.0396235737574339,0.0159600860999331,"3552/4792",2
"umls:C0242231","umls:C0242231","Coronary Stenosis","2/41","79/17381",0.0149149960175375,0.0396235737574339,0.0159600860999331,"3552/3569",2
"umls:C0011269","umls:C0011269","Dementia, Vascular","2/41","80/17381",0.0152748060710275,0.0404149684642758,0.0162788541075225,"3552/3569",2
"umls:C0042170","umls:C0042170","Uveomeningoencephalitic Syndrome","2/41","80/17381",0.0152748060710275,0.0404149684642758,0.0162788541075225,"1959/7128",2
"umls:C0242383","umls:C0242383","Age related macular degeneration","4/41","408/17381",0.0152816235633061,0.0404149684642758,0.0162788541075225,"6373/3552/3569/3576",4
"umls:C0017665","umls:C0017665","Membranous glomerulonephritis","2/41","81/17381",0.0156383493296432,0.0411732062947621,0.0165842667674928,"3627/3569",2
"umls:C0033687","umls:C0033687","Proteinuria","2/41","81/17381",0.0156383493296432,0.0411732062947621,0.0165842667674928,"3627/3569",2
"umls:C0392514","umls:C0392514","Hereditary hemochromatosis","2/41","81/17381",0.0156383493296432,0.0411732062947621,0.0165842667674928,"3456/3569",2
"umls:C0158266","umls:C0158266","Intervertebral Disc Degeneration","2/41","82/17381",0.0160056070862503,0.0420147186014072,0.0169232217782252,"3552/3569",2
"umls:C0340288","umls:C0340288","Stable angina","2/41","82/17381",0.0160056070862503,0.0420147186014072,0.0169232217782252,"3627/3569",2
"umls:C0011303","umls:C0011303","Demyelinating Diseases","2/41","83/17381",0.016376560697414,0.0428609095997602,0.0172640613318046,"3456/1956",2
"umls:C0520463","umls:C0520463","Chronic active hepatitis","2/41","83/17381",0.016376560697414,0.0428609095997602,0.0172640613318046,"3456/3576",2
"umls:C0149721","umls:C0149721","Left Ventricular Hypertrophy","3/41","229/17381",0.0166548305104589,0.0434602381959312,0.0175054665128617,"3569/1956/1843",3
"umls:C0442874","umls:C0442874","Neuropathy","3/41","229/17381",0.0166548305104589,0.0434602381959312,0.0175054665128617,"3456/1959/3569",3
"umls:C0220641","umls:C0220641","Lip and Oral Cavity Carcinoma","4/41","419/17381",0.0166922370793678,0.0434935099084267,0.0175188681156391,"4792/3569/1956/3576",4
"umls:C0008313","umls:C0008313","Cholangitis, Sclerosing","2/41","84/17381",0.0167511915832144,0.0435185595770107,0.0175289579391826,"3552/3569",2
"umls:C0242723","umls:C0242723","Parasitemia","2/41","84/17381",0.0167511915832144,0.0435185595770107,0.0175289579391826,"3627/3569",2
"umls:C0002793","umls:C0002793","Anaplasia","3/41","231/17381",0.0170418391037291,0.0442085355573207,0.0178068752244847,"3569/3725/1956",3
"umls:C0020474","umls:C0020474","Hyperlipidemia, Familial Combined","2/41","85/17381",0.0171294812270625,0.0443706385969724,0.01787216914486,"1958/3569",2
"umls:C0149931","umls:C0149931","Migraine Disorders","3/41","232/17381",0.0172372353872088,0.0445842862507863,0.0179582248593393,"5806/3552/3569",3
"umls:C0027859","umls:C0027859","Acoustic Neuroma","2/41","86/17381",0.0175114111755161,0.0450950792899423,0.0181639685646921,"3569/1956",2
"umls:C0037579","umls:C0037579","Soft Tissue Neoplasms","2/41","86/17381",0.0175114111755161,0.0450950792899423,0.0181639685646921,"3569/1956",2
"umls:C1719672","umls:C1719672","Severe Sepsis","2/41","86/17381",0.0175114111755161,0.0450950792899423,0.0181639685646921,"3569/3576",2
"umls:C0685938","umls:C0685938","Malignant neoplasm of gastrointestinal tract","3/41","234/17381",0.0176318157770645,0.0453389548553087,0.0182621998611609,"3569/1956/3576",3
"umls:C0205734","umls:C0205734","Diabetes, Autoimmune","2/41","87/17381",0.0178969630380976,0.0458426527119079,0.0184650856788028,"3552/11274",2
"umls:C0334299","umls:C0334299","Carcinoid tumor no ICD-O subtype","2/41","87/17381",0.0178969630380976,0.0458426527119079,0.0184650856788028,"3725/1956",2
"umls:C0023487","umls:C0023487","Acute Promyelocytic Leukemia","4/41","428/17381",0.0179056619719413,0.0458426527119079,0.0184650856788028,"3569/1956/3576/10673",4
"umls:C0155626","umls:C0155626","Acute myocardial infarction","3/41","237/17381",0.0182331666751432,0.0465464834217353,0.01874858354796,"5806/3569/3576",3
"umls:C0033375","umls:C0033375","Prolactinoma","2/41","88/17381",0.0182861184871103,0.0465464834217353,0.01874858354796,"3569/1956",2
"umls:C0751967","umls:C0751967","Multiple Sclerosis, Relapsing-Remitting","2/41","88/17381",0.0182861184871103,0.0465464834217353,0.01874858354796,"3456/3569",2
"umls:C1519689","umls:C1519689","Tumor Promotion","2/41","88/17381",0.0182861184871103,0.0465464834217353,0.01874858354796,"3569/3725",2
"umls:C0032131","umls:C0032131","Plasmacytoma","2/41","89/17381",0.0186788592574567,0.0474093636405089,0.0190961453976271,"3552/3569",2
"umls:C1527349","umls:C1527349","Ductal Breast Carcinoma","2/41","89/17381",0.0186788592574567,0.0474093636405089,0.0190961453976271,"3569/1956",2
"umls:C0151546","umls:C0151546","Oral Cavity Carcinoma","2/41","90/17381",0.0190751671464569,0.0482071559403295,0.0194174903089405,"3569/1956",2
"umls:C0311277","umls:C0311277","Obesity, Abdominal","2/41","90/17381",0.0190751671464569,0.0482071559403295,0.0194174903089405,"3552/3569",2
"umls:C1168327","umls:C1168327","High-Grade Prostatic Intraepithelial Neoplasia","2/41","90/17381",0.0190751671464569,0.0482071559403295,0.0194174903089405,"1956/1843",2
"umls:C0005967","umls:C0005967","Bone neoplasms","2/41","91/17381",0.0194750240136671,0.0490770605144411,0.019767881517632,"3569/1956",2
"umls:C0162534","umls:C0162534","Prion Diseases","2/41","91/17381",0.0194750240136671,0.0490770605144411,0.019767881517632,"3552/3569",2
"umls:C0206701","umls:C0206701","Cystadenocarcinoma, Serous","2/41","92/17381",0.0198784117806988,0.0499862979622418,0.0201341157205593,"3569/1956",2
"umls:C0038525","umls:C0038525","Subarachnoid Hemorrhage","3/41","245/17381",0.0198925063319125,0.0499862979622418,0.0201341157205593,"3552/3569/6364",3
